2018-08-17 16:18:49,814 - log\train.log - INFO - model_type     :	idcnn
2018-08-17 16:18:49,814 - log\train.log - INFO - num_chars      :	2677
2018-08-17 16:18:49,814 - log\train.log - INFO - char_dim       :	100
2018-08-17 16:18:49,814 - log\train.log - INFO - num_tags       :	51
2018-08-17 16:18:49,815 - log\train.log - INFO - seg_dim        :	20
2018-08-17 16:18:49,815 - log\train.log - INFO - lstm_dim       :	100
2018-08-17 16:18:49,815 - log\train.log - INFO - batch_size     :	60
2018-08-17 16:18:49,816 - log\train.log - INFO - emb_file       :	e:\objectTest\NERuselocal\data\vec.txt
2018-08-17 16:18:49,816 - log\train.log - INFO - clip           :	5
2018-08-17 16:18:49,816 - log\train.log - INFO - dropout_keep   :	0.5
2018-08-17 16:18:49,816 - log\train.log - INFO - optimizer      :	adam
2018-08-17 16:18:49,816 - log\train.log - INFO - lr             :	0.001
2018-08-17 16:18:49,817 - log\train.log - INFO - tag_schema     :	iobes
2018-08-17 16:18:49,817 - log\train.log - INFO - pre_emb        :	True
2018-08-17 16:18:49,817 - log\train.log - INFO - zeros          :	True
2018-08-17 16:18:49,817 - log\train.log - INFO - lower          :	False
2018-08-17 16:19:01,146 - log\train.log - INFO - Created model with fresh parameters.
2018-08-17 16:19:07,264 - log\train.log - INFO - Load pre-trained embedding.
2018-08-17 16:19:07,264 - log\train.log - INFO - start training
2018-08-17 17:19:34,760 - log\train.log - INFO - iteration:28 step:1351/1687, NER loss: 1.076345
2018-08-17 17:19:42,251 - log\train.log - INFO - iteration:28 step:1451/1687, NER loss: 1.203053
2018-08-17 17:19:49,085 - log\train.log - INFO - iteration:28 step:1551/1687, NER loss: 1.058786
2018-08-17 17:19:54,693 - log\train.log - INFO - iteration:28 step:1651/1687, NER loss: 0.759149
2018-08-17 17:20:01,284 - log\train.log - INFO - iteration:29 step:64/1687, NER loss: 0.922895
2018-08-17 17:20:08,555 - log\train.log - INFO - iteration:29 step:164/1687, NER loss: 0.981207
2018-08-17 17:20:16,302 - log\train.log - INFO - iteration:29 step:264/1687, NER loss: 1.039656
2018-08-17 17:20:22,476 - log\train.log - INFO - iteration:29 step:364/1687, NER loss: 0.748484
2018-08-17 17:20:29,140 - log\train.log - INFO - iteration:29 step:464/1687, NER loss: 0.919181
2018-08-17 17:20:36,496 - log\train.log - INFO - iteration:29 step:564/1687, NER loss: 1.277246
2018-08-17 17:20:43,632 - log\train.log - INFO - iteration:29 step:664/1687, NER loss: 1.124229
2018-08-17 17:20:50,886 - log\train.log - INFO - iteration:29 step:764/1687, NER loss: 1.078878
2018-08-17 17:20:57,153 - log\train.log - INFO - iteration:29 step:864/1687, NER loss: 0.861490
2018-08-17 17:21:03,386 - log\train.log - INFO - iteration:29 step:964/1687, NER loss: 0.790279
2018-08-17 17:21:10,266 - log\train.log - INFO - iteration:29 step:1064/1687, NER loss: 0.988792
2018-08-17 17:21:17,101 - log\train.log - INFO - iteration:29 step:1164/1687, NER loss: 1.003290
2018-08-17 17:21:23,206 - log\train.log - INFO - iteration:29 step:1264/1687, NER loss: 0.860037
2018-08-17 17:21:29,516 - log\train.log - INFO - iteration:29 step:1364/1687, NER loss: 0.828310
2018-08-17 17:21:35,385 - log\train.log - INFO - iteration:29 step:1464/1687, NER loss: 0.641642
2018-08-17 17:21:42,189 - log\train.log - INFO - iteration:29 step:1564/1687, NER loss: 1.031696
2018-08-17 17:21:49,838 - log\train.log - INFO - iteration:29 step:1664/1687, NER loss: 1.396092
2018-08-17 17:21:52,263 - log\train.log - INFO - model saved
2018-08-17 17:21:57,960 - log\train.log - INFO - iteration:30 step:77/1687, NER loss: 1.125633
2018-08-17 17:22:03,320 - log\train.log - INFO - iteration:30 step:177/1687, NER loss: 0.591938
2018-08-17 17:22:09,820 - log\train.log - INFO - iteration:30 step:277/1687, NER loss: 0.881427
2018-08-17 17:22:16,488 - log\train.log - INFO - iteration:30 step:377/1687, NER loss: 0.944364
2018-08-17 17:22:23,216 - log\train.log - INFO - iteration:30 step:477/1687, NER loss: 0.997120
2018-08-17 17:22:29,498 - log\train.log - INFO - iteration:30 step:577/1687, NER loss: 0.856773
2018-08-17 17:22:37,452 - log\train.log - INFO - iteration:30 step:677/1687, NER loss: 1.385539
2018-08-17 17:22:43,688 - log\train.log - INFO - iteration:30 step:777/1687, NER loss: 0.788483
2018-08-17 17:22:49,978 - log\train.log - INFO - iteration:30 step:877/1687, NER loss: 0.778299
2018-08-17 17:22:56,818 - log\train.log - INFO - iteration:30 step:977/1687, NER loss: 1.160660
2018-08-17 17:23:03,005 - log\train.log - INFO - iteration:30 step:1077/1687, NER loss: 1.001161
2018-08-17 17:23:09,773 - log\train.log - INFO - iteration:30 step:1177/1687, NER loss: 1.144132
2018-08-17 17:23:15,930 - log\train.log - INFO - iteration:30 step:1277/1687, NER loss: 1.042897
2018-08-17 17:23:23,565 - log\train.log - INFO - iteration:30 step:1377/1687, NER loss: 1.143185
2018-08-17 17:23:29,339 - log\train.log - INFO - iteration:30 step:1477/1687, NER loss: 0.895541
2018-08-17 17:23:35,484 - log\train.log - INFO - iteration:30 step:1577/1687, NER loss: 1.021573
2018-08-17 17:23:41,239 - log\train.log - INFO - iteration:30 step:1677/1687, NER loss: 0.850190
2018-08-17 17:23:47,212 - log\train.log - INFO - iteration:31 step:90/1687, NER loss: 0.903475
2018-08-17 17:23:54,577 - log\train.log - INFO - iteration:31 step:190/1687, NER loss: 1.248042
2018-08-17 17:24:01,889 - log\train.log - INFO - iteration:31 step:290/1687, NER loss: 1.147916
2018-08-17 17:24:07,455 - log\train.log - INFO - iteration:31 step:390/1687, NER loss: 0.722367
2018-08-17 17:24:13,253 - log\train.log - INFO - iteration:31 step:490/1687, NER loss: 0.785994
2018-08-17 17:24:19,951 - log\train.log - INFO - iteration:31 step:590/1687, NER loss: 1.106229
2018-08-17 17:24:26,751 - log\train.log - INFO - iteration:31 step:690/1687, NER loss: 1.149307
2018-08-17 17:24:32,321 - log\train.log - INFO - iteration:31 step:790/1687, NER loss: 0.805853
2018-08-17 17:24:38,359 - log\train.log - INFO - iteration:31 step:890/1687, NER loss: 0.766278
2018-08-17 17:24:44,987 - log\train.log - INFO - iteration:31 step:990/1687, NER loss: 1.071414
2018-08-17 17:24:50,887 - log\train.log - INFO - iteration:31 step:1090/1687, NER loss: 0.702906
2018-08-17 17:24:58,328 - log\train.log - INFO - iteration:31 step:1190/1687, NER loss: 1.114959
2018-08-17 17:25:05,914 - log\train.log - INFO - iteration:31 step:1290/1687, NER loss: 1.274059
2018-08-17 17:25:12,251 - log\train.log - INFO - iteration:31 step:1390/1687, NER loss: 0.875529
2018-08-17 17:25:18,689 - log\train.log - INFO - iteration:31 step:1490/1687, NER loss: 0.900857
2018-08-17 17:25:24,645 - log\train.log - INFO - iteration:31 step:1590/1687, NER loss: 0.848886
2018-08-17 17:25:30,997 - log\train.log - INFO - iteration:32 step:3/1687, NER loss: 1.023744
2018-08-17 17:25:38,157 - log\train.log - INFO - iteration:32 step:103/1687, NER loss: 1.214128
2018-08-17 17:25:44,916 - log\train.log - INFO - iteration:32 step:203/1687, NER loss: 1.242295
2018-08-17 17:25:50,292 - log\train.log - INFO - iteration:32 step:303/1687, NER loss: 0.658703
2018-08-17 17:25:57,027 - log\train.log - INFO - iteration:32 step:403/1687, NER loss: 1.044950
2018-08-17 17:26:03,080 - log\train.log - INFO - iteration:32 step:503/1687, NER loss: 0.878803
2018-08-17 17:26:10,619 - log\train.log - INFO - iteration:32 step:603/1687, NER loss: 1.214879
2018-08-17 17:26:16,919 - log\train.log - INFO - iteration:32 step:703/1687, NER loss: 0.789004
2018-08-17 17:26:22,828 - log\train.log - INFO - iteration:32 step:803/1687, NER loss: 0.790125
2018-08-17 17:26:29,029 - log\train.log - INFO - iteration:32 step:903/1687, NER loss: 0.786273
2018-08-17 17:26:35,333 - log\train.log - INFO - iteration:32 step:1003/1687, NER loss: 0.899287
2018-08-17 17:26:42,428 - log\train.log - INFO - iteration:32 step:1103/1687, NER loss: 1.175507
2018-08-17 17:26:49,157 - log\train.log - INFO - iteration:32 step:1203/1687, NER loss: 0.986608
2018-08-17 17:26:56,598 - log\train.log - INFO - iteration:32 step:1303/1687, NER loss: 1.165945
2018-08-17 17:27:03,294 - log\train.log - INFO - iteration:32 step:1403/1687, NER loss: 1.018909
2018-08-17 17:27:09,628 - log\train.log - INFO - iteration:32 step:1503/1687, NER loss: 0.926391
2018-08-17 17:27:15,935 - log\train.log - INFO - iteration:32 step:1603/1687, NER loss: 0.860958
2018-08-17 17:27:22,304 - log\train.log - INFO - iteration:33 step:16/1687, NER loss: 0.832366
2018-08-17 17:27:28,889 - log\train.log - INFO - iteration:33 step:116/1687, NER loss: 0.879838
2018-08-17 17:27:36,112 - log\train.log - INFO - iteration:33 step:216/1687, NER loss: 1.053383
2018-08-17 17:27:41,964 - log\train.log - INFO - iteration:33 step:316/1687, NER loss: 0.740461
2018-08-17 17:27:49,080 - log\train.log - INFO - iteration:33 step:416/1687, NER loss: 1.218127
2018-08-17 17:27:55,524 - log\train.log - INFO - iteration:33 step:516/1687, NER loss: 0.950181
2018-08-17 17:28:02,384 - log\train.log - INFO - iteration:33 step:616/1687, NER loss: 1.040903
2018-08-17 17:28:08,908 - log\train.log - INFO - iteration:33 step:716/1687, NER loss: 0.972232
2018-08-17 17:28:15,113 - log\train.log - INFO - iteration:33 step:816/1687, NER loss: 0.855496
2018-08-17 17:28:22,885 - log\train.log - INFO - iteration:33 step:916/1687, NER loss: 1.158497
2018-08-17 17:28:29,733 - log\train.log - INFO - iteration:33 step:1016/1687, NER loss: 0.960570
2018-08-17 17:28:35,497 - log\train.log - INFO - iteration:33 step:1116/1687, NER loss: 0.718151
2018-08-17 17:28:42,223 - log\train.log - INFO - iteration:33 step:1216/1687, NER loss: 0.984648
2018-08-17 17:28:47,876 - log\train.log - INFO - iteration:33 step:1316/1687, NER loss: 0.708598
2018-08-17 17:28:54,892 - log\train.log - INFO - iteration:33 step:1416/1687, NER loss: 1.126992
2018-08-17 17:29:00,977 - log\train.log - INFO - iteration:33 step:1516/1687, NER loss: 0.795545
2018-08-17 17:29:07,692 - log\train.log - INFO - iteration:33 step:1616/1687, NER loss: 1.023458
2018-08-17 17:29:15,493 - log\train.log - INFO - iteration:34 step:29/1687, NER loss: 1.156923
2018-08-17 17:29:21,552 - log\train.log - INFO - iteration:34 step:129/1687, NER loss: 0.725170
2018-08-17 17:29:28,142 - log\train.log - INFO - iteration:34 step:229/1687, NER loss: 0.896883
2018-08-17 17:29:34,370 - log\train.log - INFO - iteration:34 step:329/1687, NER loss: 0.798640
2018-08-17 17:29:41,404 - log\train.log - INFO - iteration:34 step:429/1687, NER loss: 1.124619
2018-08-17 17:29:47,686 - log\train.log - INFO - iteration:34 step:529/1687, NER loss: 0.879487
2018-08-17 17:29:54,071 - log\train.log - INFO - iteration:34 step:629/1687, NER loss: 0.947777
2018-08-17 17:30:00,773 - log\train.log - INFO - iteration:34 step:729/1687, NER loss: 0.905565
2018-08-17 17:30:07,002 - log\train.log - INFO - iteration:34 step:829/1687, NER loss: 0.841126
2018-08-17 17:30:14,611 - log\train.log - INFO - iteration:34 step:929/1687, NER loss: 1.313691
2018-08-17 17:30:21,573 - log\train.log - INFO - iteration:34 step:1029/1687, NER loss: 1.137671
2018-08-17 17:30:28,667 - log\train.log - INFO - iteration:34 step:1129/1687, NER loss: 1.107712
2018-08-17 17:30:34,532 - log\train.log - INFO - iteration:34 step:1229/1687, NER loss: 0.730849
2018-08-17 17:30:41,271 - log\train.log - INFO - iteration:34 step:1329/1687, NER loss: 1.098438
2018-08-17 17:30:49,045 - log\train.log - INFO - iteration:34 step:1429/1687, NER loss: 1.032736
2018-08-17 17:30:55,847 - log\train.log - INFO - iteration:34 step:1529/1687, NER loss: 0.893923
2018-08-17 17:31:03,169 - log\train.log - INFO - iteration:34 step:1629/1687, NER loss: 1.031893
2018-08-17 17:31:09,877 - log\train.log - INFO - iteration:35 step:42/1687, NER loss: 0.744824
2018-08-17 17:31:16,772 - log\train.log - INFO - iteration:35 step:142/1687, NER loss: 0.860312
2018-08-17 17:31:22,217 - log\train.log - INFO - iteration:35 step:242/1687, NER loss: 0.559380
2018-08-17 17:31:29,043 - log\train.log - INFO - iteration:35 step:342/1687, NER loss: 1.052873
2018-08-17 17:31:35,642 - log\train.log - INFO - iteration:35 step:442/1687, NER loss: 0.872634
2018-08-17 17:31:41,874 - log\train.log - INFO - iteration:35 step:542/1687, NER loss: 0.897158
2018-08-17 17:31:48,224 - log\train.log - INFO - iteration:35 step:642/1687, NER loss: 0.792834
2018-08-17 17:31:54,584 - log\train.log - INFO - iteration:35 step:742/1687, NER loss: 0.845392
2018-08-17 17:32:00,897 - log\train.log - INFO - iteration:35 step:842/1687, NER loss: 0.842709
2018-08-17 17:32:07,905 - log\train.log - INFO - iteration:35 step:942/1687, NER loss: 1.154547
2018-08-17 17:32:16,316 - log\train.log - INFO - iteration:35 step:1042/1687, NER loss: 1.471074
2018-08-17 17:32:22,969 - log\train.log - INFO - iteration:35 step:1142/1687, NER loss: 0.986992
2018-08-17 17:32:29,540 - log\train.log - INFO - iteration:35 step:1242/1687, NER loss: 0.977102
2018-08-17 17:32:35,923 - log\train.log - INFO - iteration:35 step:1342/1687, NER loss: 0.948213
2018-08-17 17:32:42,726 - log\train.log - INFO - iteration:35 step:1442/1687, NER loss: 1.139733
2018-08-17 17:32:49,291 - log\train.log - INFO - iteration:35 step:1542/1687, NER loss: 0.961731
2018-08-17 17:32:56,319 - log\train.log - INFO - iteration:35 step:1642/1687, NER loss: 1.073750
2018-08-17 17:33:02,422 - log\train.log - INFO - iteration:36 step:55/1687, NER loss: 0.763264
2018-08-17 17:33:08,944 - log\train.log - INFO - iteration:36 step:155/1687, NER loss: 0.933001
2018-08-17 17:33:16,626 - log\train.log - INFO - iteration:36 step:255/1687, NER loss: 1.437162
2018-08-17 17:33:24,077 - log\train.log - INFO - iteration:36 step:355/1687, NER loss: 1.230573
2018-08-17 17:33:29,579 - log\train.log - INFO - iteration:36 step:455/1687, NER loss: 0.700075
2018-08-17 17:33:36,547 - log\train.log - INFO - iteration:36 step:555/1687, NER loss: 1.038977
2018-08-17 17:33:42,712 - log\train.log - INFO - iteration:36 step:655/1687, NER loss: 0.749989
2018-08-17 17:33:48,739 - log\train.log - INFO - iteration:36 step:755/1687, NER loss: 0.723139
2018-08-17 17:33:55,277 - log\train.log - INFO - iteration:36 step:855/1687, NER loss: 0.931001
2018-08-17 17:34:02,442 - log\train.log - INFO - iteration:36 step:955/1687, NER loss: 1.088162
2018-08-17 17:34:08,846 - log\train.log - INFO - iteration:36 step:1055/1687, NER loss: 0.851201
2018-08-17 17:34:15,329 - log\train.log - INFO - iteration:36 step:1155/1687, NER loss: 0.924184
2018-08-17 17:34:22,089 - log\train.log - INFO - iteration:36 step:1255/1687, NER loss: 0.979249
2018-08-17 17:34:28,154 - log\train.log - INFO - iteration:36 step:1355/1687, NER loss: 0.793559
2018-08-17 17:34:35,363 - log\train.log - INFO - iteration:36 step:1455/1687, NER loss: 1.164049
2018-08-17 17:34:42,383 - log\train.log - INFO - iteration:36 step:1555/1687, NER loss: 1.144069
2018-08-17 17:34:48,358 - log\train.log - INFO - iteration:36 step:1655/1687, NER loss: 0.820748
2018-08-17 17:34:50,835 - log\train.log - INFO - model saved
2018-08-17 17:34:54,883 - log\train.log - INFO - iteration:37 step:68/1687, NER loss: 0.787070
2018-08-17 17:35:02,178 - log\train.log - INFO - iteration:37 step:168/1687, NER loss: 1.109053
2018-08-17 17:35:09,043 - log\train.log - INFO - iteration:37 step:268/1687, NER loss: 0.939906
2018-08-17 17:35:15,359 - log\train.log - INFO - iteration:37 step:368/1687, NER loss: 0.989709
2018-08-17 17:35:21,618 - log\train.log - INFO - iteration:37 step:468/1687, NER loss: 0.849754
2018-08-17 17:35:28,239 - log\train.log - INFO - iteration:37 step:568/1687, NER loss: 0.946370
2018-08-17 17:35:34,971 - log\train.log - INFO - iteration:37 step:668/1687, NER loss: 0.828411
2018-08-17 17:35:41,933 - log\train.log - INFO - iteration:37 step:768/1687, NER loss: 1.002176
2018-08-17 17:35:48,342 - log\train.log - INFO - iteration:37 step:868/1687, NER loss: 0.888807
2018-08-17 17:35:54,419 - log\train.log - INFO - iteration:37 step:968/1687, NER loss: 0.805168
2018-08-17 17:36:01,086 - log\train.log - INFO - iteration:37 step:1068/1687, NER loss: 0.905242
2018-08-17 17:36:07,365 - log\train.log - INFO - iteration:37 step:1168/1687, NER loss: 0.826581
2018-08-17 17:36:15,109 - log\train.log - INFO - iteration:37 step:1268/1687, NER loss: 1.266340
2018-08-17 17:36:22,911 - log\train.log - INFO - iteration:37 step:1368/1687, NER loss: 1.260815
2018-08-17 17:36:28,093 - log\train.log - INFO - iteration:37 step:1468/1687, NER loss: 0.711845
2018-08-17 18:25:57,914 - log\train.log - INFO - model_type     :	idcnn
2018-08-17 18:25:57,917 - log\train.log - INFO - num_chars      :	2677
2018-08-17 18:25:57,921 - log\train.log - INFO - char_dim       :	100
2018-08-17 18:25:57,921 - log\train.log - INFO - num_tags       :	51
2018-08-17 18:25:57,922 - log\train.log - INFO - seg_dim        :	20
2018-08-17 18:25:57,922 - log\train.log - INFO - lstm_dim       :	100
2018-08-17 18:25:57,922 - log\train.log - INFO - batch_size     :	60
2018-08-17 18:25:57,922 - log\train.log - INFO - emb_file       :	e:\objectTest\NERuselocal\data\vec.txt
2018-08-17 18:25:57,922 - log\train.log - INFO - clip           :	5
2018-08-17 18:25:57,922 - log\train.log - INFO - dropout_keep   :	0.5
2018-08-17 18:25:57,923 - log\train.log - INFO - optimizer      :	adam
2018-08-17 18:25:57,923 - log\train.log - INFO - lr             :	0.001
2018-08-17 18:25:57,923 - log\train.log - INFO - tag_schema     :	iobes
2018-08-17 18:25:57,923 - log\train.log - INFO - pre_emb        :	True
2018-08-17 18:25:57,923 - log\train.log - INFO - zeros          :	True
2018-08-17 18:25:57,923 - log\train.log - INFO - lower          :	False
2018-08-17 18:30:36,466 - log\train.log - INFO - Reading model parameters from ckpt\ner.ckpt
2018-08-17 18:30:47,714 - log\train.log - INFO - start training
2018-08-20 09:48:43,072 - log\train.log - INFO - model_type     :	idcnn
2018-08-20 09:48:43,073 - log\train.log - INFO - num_chars      :	2677
2018-08-20 09:48:43,073 - log\train.log - INFO - char_dim       :	100
2018-08-20 09:48:43,073 - log\train.log - INFO - num_tags       :	51
2018-08-20 09:48:43,073 - log\train.log - INFO - seg_dim        :	20
2018-08-20 09:48:43,073 - log\train.log - INFO - lstm_dim       :	100
2018-08-20 09:48:43,074 - log\train.log - INFO - batch_size     :	60
2018-08-20 09:48:43,077 - log\train.log - INFO - emb_file       :	e:\objectTest\NERuselocal\data\vec.txt
2018-08-20 09:48:43,077 - log\train.log - INFO - clip           :	5
2018-08-20 09:48:43,077 - log\train.log - INFO - dropout_keep   :	0.5
2018-08-20 09:48:43,077 - log\train.log - INFO - optimizer      :	adam
2018-08-20 09:48:43,077 - log\train.log - INFO - lr             :	0.001
2018-08-20 09:48:43,078 - log\train.log - INFO - tag_schema     :	iobes
2018-08-20 09:48:43,078 - log\train.log - INFO - pre_emb        :	True
2018-08-20 09:48:43,078 - log\train.log - INFO - zeros          :	True
2018-08-20 09:48:43,078 - log\train.log - INFO - lower          :	False
2018-08-20 09:48:49,396 - log\train.log - INFO - Reading model parameters from ckpt\ner.ckpt
2018-08-20 09:48:55,524 - log\train.log - INFO - start training
2018-08-20 09:49:34,143 - log\train.log - INFO - iteration:37 step:68/1687, NER loss: 1.036128
2018-08-20 09:49:58,921 - log\train.log - INFO - iteration:37 step:168/1687, NER loss: 0.903964
2018-08-20 09:50:30,500 - log\train.log - INFO - iteration:37 step:268/1687, NER loss: 0.853578
2018-08-20 09:50:50,726 - log\train.log - INFO - iteration:37 step:368/1687, NER loss: 1.092024
2018-08-20 09:51:15,793 - log\train.log - INFO - iteration:37 step:468/1687, NER loss: 0.846701
2018-08-20 09:51:32,941 - log\train.log - INFO - iteration:37 step:568/1687, NER loss: 0.872162
2018-08-20 09:51:43,392 - log\train.log - INFO - iteration:37 step:668/1687, NER loss: 0.889684
2018-08-20 09:51:55,642 - log\train.log - INFO - iteration:37 step:768/1687, NER loss: 0.831823
2018-08-20 09:52:11,550 - log\train.log - INFO - iteration:37 step:868/1687, NER loss: 1.165698
2018-08-20 09:52:21,547 - log\train.log - INFO - iteration:37 step:968/1687, NER loss: 0.712613
2018-08-20 09:52:31,831 - log\train.log - INFO - iteration:37 step:1068/1687, NER loss: 0.819856
2018-08-20 09:52:41,656 - log\train.log - INFO - iteration:37 step:1168/1687, NER loss: 1.229069
2018-08-20 09:52:53,388 - log\train.log - INFO - iteration:37 step:1268/1687, NER loss: 1.282863
2018-08-20 09:53:00,497 - log\train.log - INFO - iteration:37 step:1368/1687, NER loss: 0.996206
2018-08-20 09:53:09,671 - log\train.log - INFO - iteration:37 step:1468/1687, NER loss: 0.888237
2018-08-20 09:53:18,386 - log\train.log - INFO - iteration:37 step:1568/1687, NER loss: 0.897698
2018-08-20 09:53:24,490 - log\train.log - INFO - iteration:37 step:1668/1687, NER loss: 0.778673
2018-08-20 09:53:27,050 - log\train.log - INFO - model saved
2018-08-20 09:53:32,355 - log\train.log - INFO - iteration:38 step:81/1687, NER loss: 0.969964
2018-08-20 09:53:39,635 - log\train.log - INFO - iteration:38 step:181/1687, NER loss: 1.073713
2018-08-20 09:53:45,984 - log\train.log - INFO - iteration:38 step:281/1687, NER loss: 0.827568
2018-08-20 09:53:53,642 - log\train.log - INFO - iteration:38 step:381/1687, NER loss: 1.120889
2018-08-20 09:54:01,138 - log\train.log - INFO - iteration:38 step:481/1687, NER loss: 1.137436
2018-08-20 09:54:07,171 - log\train.log - INFO - iteration:38 step:581/1687, NER loss: 0.753686
2018-08-20 09:54:12,525 - log\train.log - INFO - iteration:38 step:681/1687, NER loss: 0.538340
2018-08-20 09:54:20,403 - log\train.log - INFO - iteration:38 step:781/1687, NER loss: 1.090843
2018-08-20 09:54:27,309 - log\train.log - INFO - iteration:38 step:881/1687, NER loss: 0.953023
2018-08-20 09:54:33,735 - log\train.log - INFO - iteration:38 step:981/1687, NER loss: 0.838042
2018-08-20 09:54:40,532 - log\train.log - INFO - iteration:38 step:1081/1687, NER loss: 0.980825
2018-08-20 09:54:46,896 - log\train.log - INFO - iteration:38 step:1181/1687, NER loss: 0.887633
2018-08-20 09:54:54,746 - log\train.log - INFO - iteration:38 step:1281/1687, NER loss: 1.261041
2018-08-20 09:55:00,681 - log\train.log - INFO - iteration:38 step:1381/1687, NER loss: 0.726852
2018-08-20 09:55:07,805 - log\train.log - INFO - iteration:38 step:1481/1687, NER loss: 1.083576
2018-08-20 09:55:13,805 - log\train.log - INFO - iteration:38 step:1581/1687, NER loss: 0.798008
2018-08-20 09:55:20,736 - log\train.log - INFO - iteration:38 step:1681/1687, NER loss: 1.044090
2018-08-20 09:55:27,250 - log\train.log - INFO - iteration:39 step:94/1687, NER loss: 0.784073
2018-08-20 09:55:34,168 - log\train.log - INFO - iteration:39 step:194/1687, NER loss: 0.986731
2018-08-20 22:21:50,601 - log\train.log - INFO - model_type     :	idcnn
2018-08-20 22:21:50,602 - log\train.log - INFO - num_chars      :	2677
2018-08-20 22:21:50,603 - log\train.log - INFO - char_dim       :	100
2018-08-20 22:21:50,604 - log\train.log - INFO - num_tags       :	51
2018-08-20 22:21:50,604 - log\train.log - INFO - seg_dim        :	20
2018-08-20 22:21:50,605 - log\train.log - INFO - lstm_dim       :	100
2018-08-20 22:21:50,605 - log\train.log - INFO - batch_size     :	60
2018-08-20 22:21:50,606 - log\train.log - INFO - emb_file       :	e:\objectTest\NERuselocal\data\vec.txt
2018-08-20 22:21:50,607 - log\train.log - INFO - clip           :	5
2018-08-20 22:21:50,608 - log\train.log - INFO - dropout_keep   :	0.5
2018-08-20 22:21:50,609 - log\train.log - INFO - optimizer      :	adam
2018-08-20 22:21:50,614 - log\train.log - INFO - lr             :	0.001
2018-08-20 22:21:50,615 - log\train.log - INFO - tag_schema     :	iobes
2018-08-20 22:21:50,615 - log\train.log - INFO - pre_emb        :	True
2018-08-20 22:21:50,616 - log\train.log - INFO - zeros          :	True
2018-08-20 22:21:50,617 - log\train.log - INFO - lower          :	False
2018-08-20 22:21:59,626 - log\train.log - INFO - Reading model parameters from ckpt\ner.ckpt
2018-08-20 22:22:04,748 - log\train.log - INFO - start training
2018-08-20 22:22:28,829 - log\train.log - INFO - iteration:38 step:81/1687, NER loss: 0.778465
2018-08-20 22:22:41,302 - log\train.log - INFO - iteration:38 step:181/1687, NER loss: 0.983788
2018-08-20 22:22:50,505 - log\train.log - INFO - iteration:38 step:281/1687, NER loss: 0.948968
2018-08-20 22:22:56,971 - log\train.log - INFO - iteration:38 step:381/1687, NER loss: 0.835118
2018-08-20 22:23:04,761 - log\train.log - INFO - iteration:38 step:481/1687, NER loss: 0.994356
2018-08-20 22:23:12,185 - log\train.log - INFO - iteration:38 step:581/1687, NER loss: 0.963059
2018-08-20 22:23:18,878 - log\train.log - INFO - iteration:38 step:681/1687, NER loss: 0.847712
2018-08-20 22:23:26,176 - log\train.log - INFO - iteration:38 step:781/1687, NER loss: 0.798785
2018-08-20 22:23:33,073 - log\train.log - INFO - iteration:38 step:881/1687, NER loss: 0.995448
2018-08-20 22:23:40,225 - log\train.log - INFO - iteration:38 step:981/1687, NER loss: 1.005389
2018-08-20 22:23:46,528 - log\train.log - INFO - iteration:38 step:1081/1687, NER loss: 0.803860
2018-08-20 22:23:53,430 - log\train.log - INFO - iteration:38 step:1181/1687, NER loss: 0.909401
2018-08-20 22:23:59,910 - log\train.log - INFO - iteration:38 step:1281/1687, NER loss: 0.887200
2018-08-20 22:24:06,914 - log\train.log - INFO - iteration:38 step:1381/1687, NER loss: 1.029505
2018-08-20 22:24:14,521 - log\train.log - INFO - iteration:38 step:1481/1687, NER loss: 1.259317
2018-08-20 22:24:22,171 - log\train.log - INFO - iteration:38 step:1581/1687, NER loss: 0.998623
2018-08-20 22:24:29,141 - log\train.log - INFO - iteration:38 step:1681/1687, NER loss: 0.957613
2018-08-20 22:24:30,142 - log\train.log - INFO - model saved
2018-08-20 22:24:35,449 - log\train.log - INFO - iteration:39 step:94/1687, NER loss: 0.631200
2018-08-20 22:24:42,702 - log\train.log - INFO - iteration:39 step:194/1687, NER loss: 1.068821
2018-08-20 22:24:48,646 - log\train.log - INFO - iteration:39 step:294/1687, NER loss: 0.814458
2018-08-20 22:24:54,841 - log\train.log - INFO - iteration:39 step:394/1687, NER loss: 0.756455
2018-08-20 22:25:01,839 - log\train.log - INFO - iteration:39 step:494/1687, NER loss: 1.054909
2018-08-20 22:25:08,229 - log\train.log - INFO - iteration:39 step:594/1687, NER loss: 0.945171
2018-08-20 22:25:14,657 - log\train.log - INFO - iteration:39 step:694/1687, NER loss: 0.975713
2018-08-20 22:25:20,625 - log\train.log - INFO - iteration:39 step:794/1687, NER loss: 0.797421
2018-08-20 22:25:27,187 - log\train.log - INFO - iteration:39 step:894/1687, NER loss: 0.940600
2018-08-20 22:25:34,622 - log\train.log - INFO - iteration:39 step:994/1687, NER loss: 1.285984
2018-08-20 22:25:41,776 - log\train.log - INFO - iteration:39 step:1094/1687, NER loss: 1.094679
2018-08-20 22:25:49,206 - log\train.log - INFO - iteration:39 step:1194/1687, NER loss: 1.036610
2018-08-20 22:25:55,785 - log\train.log - INFO - iteration:39 step:1294/1687, NER loss: 0.964046
2018-08-20 22:26:02,086 - log\train.log - INFO - iteration:39 step:1394/1687, NER loss: 0.904853
